ubicacion,key,precio,m2,rooms,bathroom,alcaldia,auction,page,property,operation
"Bosque De Zapotes 1 - 300, Bosque ...","[111, 102, 101, 114, 116, 97, 32, 32, 99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 32, 98, 111, 115, 113, 117, 101, 115, 32, 100, 101, 32, 108, 97, 115, 32, 108, 111, 109, 97, 115, 98, 111, 115, 113, 117, 101, 32, 100, 101, 32, 122, 97, 112, 111, 116, 101, 115, 32, 32, 32, 32, 98, 111, 115, 113, 117, 101, 32]",13500000,3,310,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Bosque De Zapotes 1 - 300, Bosque ...","[111, 102, 101, 114, 116, 97, 32, 32, 99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 32, 98, 111, 115, 113, 117, 101, 115, 32, 100, 101, 32, 108, 97, 115, 32, 108, 111, 109, 97, 115, 98, 111, 115, 113, 117, 101, 32, 100, 101, 32, 122, 97, 112, 111, 116, 101, 115, 32, 32, 32, 32, 98, 111, 115, 113, 117, 101, 32]",13500000,3,310,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Bosques De La Reforma 300 - 600, B...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 101, 110, 32, 98, 111, 115, 113, 117, 101, 115, 32, 100, 101, 32, 108, 97, 32, 114, 101, 102, 111, 114, 109, 97, 32, 98, 111, 115, 113, 117, 101, 115, 32, 100, 101, 32, 108, 97, 32, 114, 101, 102, 111, 114, 109, 97, 32, 32, 32, 32, 98]",25000000,4,592,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Bosques De La Reforma 300 - 600, B...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 101, 110, 32, 98, 111, 115, 113, 117, 101, 115, 32, 100, 101, 32, 108, 97, 32, 114, 101, 102, 111, 114, 109, 97, 32, 98, 111, 115, 113, 117, 101, 115, 32, 100, 101, 32, 108, 97, 32, 114, 101, 102, 111, 114, 109, 97, 32, 32, 32, 32, 98]",25000000,4,592,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Bosques De La Reforma 300 - 600, B...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 101, 110, 32, 98, 111, 115, 113, 117, 101, 115, 32, 100, 101, 32, 108, 97, 32, 114, 101, 102, 111, 114, 109, 97, 32, 98, 111, 115, 113, 117, 101, 115, 32, 100, 101, 32, 108, 97, 32, 114, 101, 102, 111, 114, 109, 97, 32, 32, 32, 32, 98]",25000000,4,592,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Bosques De La Reforma 300 - 600, B...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 101, 110, 32, 98, 111, 115, 113, 117, 101, 115, 32, 100, 101, 32, 108, 97, 32, 114, 101, 102, 111, 114, 109, 97, 32, 98, 111, 115, 113, 117, 101, 115, 32, 100, 101, 32, 108, 97, 32, 114, 101, 102, 111, 114, 109, 97, 32, 32, 32, 32, 98]",25000000,4,592,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Sierra Tarahumara Ote. 114, Lomas ...","[105, 110, 99, 114, 101, 105, 98, 108, 101, 32, 99, 97, 115, 97, 32, 112, 114, 101, 99, 105, 111, 115, 97, 32, 99, 97, 115, 97, 32, 101, 110, 32, 108, 111, 109, 97, 115, 32, 100, 101, 32, 99, 104, 97, 112, 117, 108, 116, 101, 112, 101, 99, 32, 101, 110, 32, 114, 101, 109, 97, 116, 101, 32, 98, 97, 110, 99, 97, 114, 105, 111, 32, 115, 105, 101, 114, 114, 97, 32, 116, 97, 114, 97, 104, 117, 109, 97, 114, 97, 32, 111, 116, 101, 32, 32, 108, 111, 109, 97, 115, 32]",1200000,4,280,0,MIGUEL HIDALGO,True,MC,Departamentos,Venta
"Sierra Tarahumara Ote. 114, Lomas ...","[105, 110, 99, 114, 101, 105, 98, 108, 101, 32, 99, 97, 115, 97, 32, 112, 114, 101, 99, 105, 111, 115, 97, 32, 99, 97, 115, 97, 32, 101, 110, 32, 108, 111, 109, 97, 115, 32, 100, 101, 32, 99, 104, 97, 112, 117, 108, 116, 101, 112, 101, 99, 32, 101, 110, 32, 114, 101, 109, 97, 116, 101, 32, 98, 97, 110, 99, 97, 114, 105, 111, 32, 115, 105, 101, 114, 114, 97, 32, 116, 97, 114, 97, 104, 117, 109, 97, 114, 97, 32, 111, 116, 101, 32, 32, 108, 111, 109, 97, 115, 32]",1200000,4,280,0,MIGUEL HIDALGO,True,MC,Departamentos,Venta
"Sierra Tarahumara Ote. 114, Lomas ...","[105, 110, 99, 114, 101, 105, 98, 108, 101, 32, 99, 97, 115, 97, 32, 112, 114, 101, 99, 105, 111, 115, 97, 32, 99, 97, 115, 97, 32, 101, 110, 32, 108, 111, 109, 97, 115, 32, 100, 101, 32, 99, 104, 97, 112, 117, 108, 116, 101, 112, 101, 99, 32, 101, 110, 32, 114, 101, 109, 97, 116, 101, 32, 98, 97, 110, 99, 97, 114, 105, 111, 32, 115, 105, 101, 114, 114, 97, 32, 116, 97, 114, 97, 104, 117, 109, 97, 114, 97, 32, 111, 116, 101, 32, 32, 108, 111, 109, 97, 115, 32]",1200000,4,280,0,MIGUEL HIDALGO,True,MC,Departamentos,Venta
"Sierra Tarahumara Ote. 114, Lomas ...","[105, 110, 99, 114, 101, 105, 98, 108, 101, 32, 99, 97, 115, 97, 32, 112, 114, 101, 99, 105, 111, 115, 97, 32, 99, 97, 115, 97, 32, 101, 110, 32, 108, 111, 109, 97, 115, 32, 100, 101, 32, 99, 104, 97, 112, 117, 108, 116, 101, 112, 101, 99, 32, 101, 110, 32, 114, 101, 109, 97, 116, 101, 32, 98, 97, 110, 99, 97, 114, 105, 111, 32, 115, 105, 101, 114, 114, 97, 32, 116, 97, 114, 97, 104, 117, 109, 97, 114, 97, 32, 111, 116, 101, 32, 32, 108, 111, 109, 97, 115, 32]",1200000,4,280,0,MIGUEL HIDALGO,True,MC,Departamentos,Venta
"A. Musset 20, Polanco, Polanco Iii...","[99, 97, 115, 97, 32, 32, 101, 110, 32, 112, 111, 108, 97, 110, 99, 111, 32, 99, 100, 109, 120, 97, 32, 109, 117, 115, 115, 101, 116, 32, 32, 112, 111, 108, 97, 110, 99, 111, 32, 112, 111, 108, 97, 110, 99, 111, 32, 105, 105, 105]",800000,4,250,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"A. Musset 20, Polanco, Polanco Iii...","[99, 97, 115, 97, 32, 32, 101, 110, 32, 112, 111, 108, 97, 110, 99, 111, 32, 99, 100, 109, 120, 97, 32, 109, 117, 115, 115, 101, 116, 32, 32, 112, 111, 108, 97, 110, 99, 111, 32, 112, 111, 108, 97, 110, 99, 111, 32, 105, 105, 105]",800000,4,250,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"A. Musset 20, Polanco, Polanco Iii...","[99, 97, 115, 97, 32, 32, 101, 110, 32, 112, 111, 108, 97, 110, 99, 111, 32, 99, 100, 109, 120, 97, 32, 109, 117, 115, 115, 101, 116, 32, 32, 112, 111, 108, 97, 110, 99, 111, 32, 112, 111, 108, 97, 110, 99, 111, 32, 105, 105, 105]",800000,4,250,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"A. Musset 20, Polanco, Polanco Iii...","[99, 97, 115, 97, 32, 32, 101, 110, 32, 112, 111, 108, 97, 110, 99, 111, 32, 99, 100, 109, 120, 97, 32, 109, 117, 115, 115, 101, 116, 32, 32, 112, 111, 108, 97, 110, 99, 111, 32, 112, 111, 108, 97, 110, 99, 111, 32, 105, 105, 105]",800000,4,250,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Tres Picos, Polanco, Miguel Hidalg...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 116, 114, 101, 115, 32, 112, 105, 99, 111, 115, 32, 112, 111, 108, 97, 110, 99, 111, 116, 114, 101, 115, 32, 112, 105, 99, 111, 115, 32, 112, 111, 108, 97, 110, 99, 111, 32, 109, 105, 103, 117, 101, 108, 32, 104, 105, 100, 97, 108, 103]",25700000,2,300,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Tres Picos, Polanco, Miguel Hidalg...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 116, 114, 101, 115, 32, 112, 105, 99, 111, 115, 32, 112, 111, 108, 97, 110, 99, 111, 116, 114, 101, 115, 32, 112, 105, 99, 111, 115, 32, 112, 111, 108, 97, 110, 99, 111, 32, 109, 105, 103, 117, 101, 108, 32, 104, 105, 100, 97, 108, 103]",25700000,2,300,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Tres Picos, Polanco, Miguel Hidalg...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 116, 114, 101, 115, 32, 112, 105, 99, 111, 115, 32, 112, 111, 108, 97, 110, 99, 111, 116, 114, 101, 115, 32, 112, 105, 99, 111, 115, 32, 112, 111, 108, 97, 110, 99, 111, 32, 109, 105, 103, 117, 101, 108, 32, 104, 105, 100, 97, 108, 103]",25700000,2,300,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Tres Picos, Polanco, Miguel Hidalg...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 116, 114, 101, 115, 32, 112, 105, 99, 111, 115, 32, 112, 111, 108, 97, 110, 99, 111, 116, 114, 101, 115, 32, 112, 105, 99, 111, 115, 32, 112, 111, 108, 97, 110, 99, 111, 32, 109, 105, 103, 117, 101, 108, 32, 104, 105, 100, 97, 108, 103]",25700000,2,300,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Bosque De Limas, Bosque De Las Lom...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 101, 110, 32, 98, 111, 115, 113, 117, 101, 32, 100, 101, 32, 108, 105, 109, 97, 115, 32, 98, 111, 115, 113, 117, 101, 32, 100, 101, 32, 108, 105, 109, 97, 115, 32, 98, 111, 115, 113, 117, 101, 32, 100, 101, 32, 108, 97, 115, 32, 108, 111, 109]",48000000,3,901,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Bosque De Limas, Bosque De Las Lom...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 101, 110, 32, 98, 111, 115, 113, 117, 101, 32, 100, 101, 32, 108, 105, 109, 97, 115, 32, 98, 111, 115, 113, 117, 101, 32, 100, 101, 32, 108, 105, 109, 97, 115, 32, 98, 111, 115, 113, 117, 101, 32, 100, 101, 32, 108, 97, 115, 32, 108, 111, 109]",48000000,3,901,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Bosque De Limas, Bosque De Las Lom...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 101, 110, 32, 98, 111, 115, 113, 117, 101, 32, 100, 101, 32, 108, 105, 109, 97, 115, 32, 98, 111, 115, 113, 117, 101, 32, 100, 101, 32, 108, 105, 109, 97, 115, 32, 98, 111, 115, 113, 117, 101, 32, 100, 101, 32, 108, 97, 115, 32, 108, 111, 109]",48000000,3,901,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Bosque De Limas, Bosque De Las Lom...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 101, 110, 32, 98, 111, 115, 113, 117, 101, 32, 100, 101, 32, 108, 105, 109, 97, 115, 32, 98, 111, 115, 113, 117, 101, 32, 100, 101, 32, 108, 105, 109, 97, 115, 32, 98, 111, 115, 113, 117, 101, 32, 100, 101, 32, 108, 97, 115, 32, 108, 111, 109]",48000000,3,901,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"C. Presa Don Martin 131, Col. Irri...","[99, 97, 115, 97, 32, 101, 110, 32, 114, 101, 109, 97, 116, 101, 32, 98, 97, 110, 99, 97, 114, 105, 111, 32, 117, 98, 105, 99, 97, 100, 97, 32, 101, 110, 32, 105, 114, 114, 105, 103, 97, 99, 105, 243, 110, 32, 109, 105, 103, 117, 101, 108, 32, 104, 105, 100, 97, 108, 103, 111, 99, 32, 112, 114, 101, 115, 97, 32, 100, 111, 110, 32, 109, 97, 114, 116, 237, 110, 32, 32, 99, 111, 108, 32, 105, 114, 114, 105]",1030000,4,200,0,MIGUEL HIDALGO,True,MC,Departamentos,Venta
"C. Presa Don Martin 131, Col. Irri...","[99, 97, 115, 97, 32, 101, 110, 32, 114, 101, 109, 97, 116, 101, 32, 98, 97, 110, 99, 97, 114, 105, 111, 32, 117, 98, 105, 99, 97, 100, 97, 32, 101, 110, 32, 105, 114, 114, 105, 103, 97, 99, 105, 243, 110, 32, 109, 105, 103, 117, 101, 108, 32, 104, 105, 100, 97, 108, 103, 111, 99, 32, 112, 114, 101, 115, 97, 32, 100, 111, 110, 32, 109, 97, 114, 116, 237, 110, 32, 32, 99, 111, 108, 32, 105, 114, 114, 105]",1030000,4,200,0,MIGUEL HIDALGO,True,MC,Departamentos,Venta
"C. Presa Don Martin 131, Col. Irri...","[99, 97, 115, 97, 32, 101, 110, 32, 114, 101, 109, 97, 116, 101, 32, 98, 97, 110, 99, 97, 114, 105, 111, 32, 117, 98, 105, 99, 97, 100, 97, 32, 101, 110, 32, 105, 114, 114, 105, 103, 97, 99, 105, 243, 110, 32, 109, 105, 103, 117, 101, 108, 32, 104, 105, 100, 97, 108, 103, 111, 99, 32, 112, 114, 101, 115, 97, 32, 100, 111, 110, 32, 109, 97, 114, 116, 237, 110, 32, 32, 99, 111, 108, 32, 105, 114, 114, 105]",1030000,4,200,0,MIGUEL HIDALGO,True,MC,Departamentos,Venta
"C. Presa Don Martin 131, Col. Irri...","[99, 97, 115, 97, 32, 101, 110, 32, 114, 101, 109, 97, 116, 101, 32, 98, 97, 110, 99, 97, 114, 105, 111, 32, 117, 98, 105, 99, 97, 100, 97, 32, 101, 110, 32, 105, 114, 114, 105, 103, 97, 99, 105, 243, 110, 32, 109, 105, 103, 117, 101, 108, 32, 104, 105, 100, 97, 108, 103, 111, 99, 32, 112, 114, 101, 115, 97, 32, 100, 111, 110, 32, 109, 97, 114, 116, 237, 110, 32, 32, 99, 111, 108, 32, 105, 114, 114, 105]",1030000,4,200,0,MIGUEL HIDALGO,True,MC,Departamentos,Venta
"Cerrada Sierra Vertientes 71, Loma...","[111, 112, 111, 114, 116, 117, 110, 105, 100, 97, 100, 32, 99, 97, 115, 97, 32, 101, 110, 32, 108, 111, 109, 97, 115, 32, 100, 101, 32, 99, 104, 97, 112, 117, 108, 116, 101, 112, 101, 99, 32, 99, 101, 114, 114, 97, 100, 97, 32, 115, 105, 101, 114, 114, 97, 32, 118, 101, 114, 116, 105, 101, 110, 116, 101, 115, 32, 32, 108, 111, 109, 97]",999000,4,432,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Cerrada Sierra Vertientes 71, Loma...","[111, 112, 111, 114, 116, 117, 110, 105, 100, 97, 100, 32, 99, 97, 115, 97, 32, 101, 110, 32, 108, 111, 109, 97, 115, 32, 100, 101, 32, 99, 104, 97, 112, 117, 108, 116, 101, 112, 101, 99, 32, 99, 101, 114, 114, 97, 100, 97, 32, 115, 105, 101, 114, 114, 97, 32, 118, 101, 114, 116, 105, 101, 110, 116, 101, 115, 32, 32, 108, 111, 109, 97]",999000,4,432,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Cerrada Sierra Vertientes 71, Loma...","[111, 112, 111, 114, 116, 117, 110, 105, 100, 97, 100, 32, 99, 97, 115, 97, 32, 101, 110, 32, 108, 111, 109, 97, 115, 32, 100, 101, 32, 99, 104, 97, 112, 117, 108, 116, 101, 112, 101, 99, 32, 99, 101, 114, 114, 97, 100, 97, 32, 115, 105, 101, 114, 114, 97, 32, 118, 101, 114, 116, 105, 101, 110, 116, 101, 115, 32, 32, 108, 111, 109, 97]",999000,4,432,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Cerrada Sierra Vertientes 71, Loma...","[111, 112, 111, 114, 116, 117, 110, 105, 100, 97, 100, 32, 99, 97, 115, 97, 32, 101, 110, 32, 108, 111, 109, 97, 115, 32, 100, 101, 32, 99, 104, 97, 112, 117, 108, 116, 101, 112, 101, 99, 32, 99, 101, 114, 114, 97, 100, 97, 32, 115, 105, 101, 114, 114, 97, 32, 118, 101, 114, 116, 105, 101, 110, 116, 101, 115, 32, 32, 108, 111, 109, 97]",999000,4,432,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Montañas Calizas, Lomas De Chapult...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 101, 110, 32, 108, 111, 109, 97, 115, 32, 100, 101, 32, 99, 104, 97, 112, 117, 108, 116, 101, 112, 101, 99, 32, 98, 109, 111, 110, 116, 97, 241, 97, 115, 32, 99, 97, 108, 105, 122, 97, 115, 32, 108, 111, 109, 97, 115, 32, 100, 101, 32, 99, 104, 97, 112, 117, 108, 116]",14995000,3,223,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Montañas Calizas, Lomas De Chapult...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 101, 110, 32, 108, 111, 109, 97, 115, 32, 100, 101, 32, 99, 104, 97, 112, 117, 108, 116, 101, 112, 101, 99, 32, 98, 109, 111, 110, 116, 97, 241, 97, 115, 32, 99, 97, 108, 105, 122, 97, 115, 32, 108, 111, 109, 97, 115, 32, 100, 101, 32, 99, 104, 97, 112, 117, 108, 116]",14995000,3,223,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Montañas Calizas, Lomas De Chapult...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 101, 110, 32, 108, 111, 109, 97, 115, 32, 100, 101, 32, 99, 104, 97, 112, 117, 108, 116, 101, 112, 101, 99, 32, 98, 109, 111, 110, 116, 97, 241, 97, 115, 32, 99, 97, 108, 105, 122, 97, 115, 32, 108, 111, 109, 97, 115, 32, 100, 101, 32, 99, 104, 97, 112, 117, 108, 116]",14995000,3,223,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Montañas Calizas, Lomas De Chapult...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 101, 110, 32, 108, 111, 109, 97, 115, 32, 100, 101, 32, 99, 104, 97, 112, 117, 108, 116, 101, 112, 101, 99, 32, 98, 109, 111, 110, 116, 97, 241, 97, 115, 32, 99, 97, 108, 105, 122, 97, 115, 32, 108, 111, 109, 97, 115, 32, 100, 101, 32, 99, 104, 97, 112, 117, 108, 116]",14995000,3,223,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Fray Payo De Rivera, Lomas Virreye...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 102, 114, 97, 121, 32, 112, 97, 121, 111, 32, 100, 101, 32, 114, 105, 118, 101, 114, 97, 32, 108, 111, 109, 97, 115, 32, 118, 105, 114, 114, 101, 121, 101]",2900000,4,962,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Fray Payo De Rivera, Lomas Virreye...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 102, 114, 97, 121, 32, 112, 97, 121, 111, 32, 100, 101, 32, 114, 105, 118, 101, 114, 97, 32, 108, 111, 109, 97, 115, 32, 118, 105, 114, 114, 101, 121, 101]",2900000,4,962,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Fray Payo De Rivera, Lomas Virreye...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 102, 114, 97, 121, 32, 112, 97, 121, 111, 32, 100, 101, 32, 114, 105, 118, 101, 114, 97, 32, 108, 111, 109, 97, 115, 32, 118, 105, 114, 114, 101, 121, 101]",2900000,4,962,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Fray Payo De Rivera, Lomas Virreye...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 102, 114, 97, 121, 32, 112, 97, 121, 111, 32, 100, 101, 32, 114, 105, 118, 101, 114, 97, 32, 108, 111, 109, 97, 115, 32, 118, 105, 114, 114, 101, 121, 101]",2900000,4,962,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Paseo De Las Palmas, Lomas De Chap...","[118, 101, 110, 116, 97, 32, 99, 97, 115, 97, 32, 101, 115, 113, 117, 105, 110, 97, 32, 112, 97, 108, 109, 97, 115, 32, 121, 32, 115, 105, 101, 114, 114, 97, 32, 118, 101, 110, 116, 97, 110, 97, 115, 112, 97, 115, 101, 111, 32, 100, 101, 32, 108, 97, 115, 32, 112, 97, 108, 109, 97, 115, 32, 108, 111, 109, 97, 115, 32, 100, 101, 32, 99, 104, 97, 112]",66990000,5,522,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Paseo De Las Palmas, Lomas De Chap...","[118, 101, 110, 116, 97, 32, 99, 97, 115, 97, 32, 101, 115, 113, 117, 105, 110, 97, 32, 112, 97, 108, 109, 97, 115, 32, 121, 32, 115, 105, 101, 114, 114, 97, 32, 118, 101, 110, 116, 97, 110, 97, 115, 112, 97, 115, 101, 111, 32, 100, 101, 32, 108, 97, 115, 32, 112, 97, 108, 109, 97, 115, 32, 108, 111, 109, 97, 115, 32, 100, 101, 32, 99, 104, 97, 112]",66990000,5,522,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Paseo De Las Palmas, Lomas De Chap...","[118, 101, 110, 116, 97, 32, 99, 97, 115, 97, 32, 101, 115, 113, 117, 105, 110, 97, 32, 112, 97, 108, 109, 97, 115, 32, 121, 32, 115, 105, 101, 114, 114, 97, 32, 118, 101, 110, 116, 97, 110, 97, 115, 112, 97, 115, 101, 111, 32, 100, 101, 32, 108, 97, 115, 32, 112, 97, 108, 109, 97, 115, 32, 108, 111, 109, 97, 115, 32, 100, 101, 32, 99, 104, 97, 112]",66990000,5,522,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Paseo De Las Palmas, Lomas De Chap...","[118, 101, 110, 116, 97, 32, 99, 97, 115, 97, 32, 101, 115, 113, 117, 105, 110, 97, 32, 112, 97, 108, 109, 97, 115, 32, 121, 32, 115, 105, 101, 114, 114, 97, 32, 118, 101, 110, 116, 97, 110, 97, 115, 112, 97, 115, 101, 111, 32, 100, 101, 32, 108, 97, 115, 32, 112, 97, 108, 109, 97, 115, 32, 108, 111, 109, 97, 115, 32, 100, 101, 32, 99, 104, 97, 112]",66990000,5,522,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Cumbres De Acultzingo, Lomas Altas...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 99, 117, 109, 98, 114, 101, 115, 32, 100, 101, 32, 97, 99, 117, 108, 116, 122, 105, 110, 103, 111, 32, 108, 111, 109, 97, 115, 32, 97, 108, 116, 97, 115, 99, 117, 109, 98, 114, 101, 115, 32, 100, 101, 32, 97, 99, 117, 108, 116, 122, 105, 110, 103, 111, 32, 108, 111, 109, 97, 115, 32, 97, 108, 116, 97, 115]",28000000,4,700,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Cumbres De Acultzingo, Lomas Altas...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 99, 117, 109, 98, 114, 101, 115, 32, 100, 101, 32, 97, 99, 117, 108, 116, 122, 105, 110, 103, 111, 32, 108, 111, 109, 97, 115, 32, 97, 108, 116, 97, 115, 99, 117, 109, 98, 114, 101, 115, 32, 100, 101, 32, 97, 99, 117, 108, 116, 122, 105, 110, 103, 111, 32, 108, 111, 109, 97, 115, 32, 97, 108, 116, 97, 115]",28000000,4,700,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Cumbres De Acultzingo, Lomas Altas...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 99, 117, 109, 98, 114, 101, 115, 32, 100, 101, 32, 97, 99, 117, 108, 116, 122, 105, 110, 103, 111, 32, 108, 111, 109, 97, 115, 32, 97, 108, 116, 97, 115, 99, 117, 109, 98, 114, 101, 115, 32, 100, 101, 32, 97, 99, 117, 108, 116, 122, 105, 110, 103, 111, 32, 108, 111, 109, 97, 115, 32, 97, 108, 116, 97, 115]",28000000,4,700,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Cumbres De Acultzingo, Lomas Altas...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 99, 117, 109, 98, 114, 101, 115, 32, 100, 101, 32, 97, 99, 117, 108, 116, 122, 105, 110, 103, 111, 32, 108, 111, 109, 97, 115, 32, 97, 108, 116, 97, 115, 99, 117, 109, 98, 114, 101, 115, 32, 100, 101, 32, 97, 99, 117, 108, 116, 122, 105, 110, 103, 111, 32, 108, 111, 109, 97, 115, 32, 97, 108, 116, 97, 115]",28000000,4,700,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Bosque De Arces 1 - 300, Bosque De...","[114, 101, 115, 105, 100, 101, 110, 99, 105, 97, 32, 100, 101, 32, 101, 110, 115, 117, 101, 241, 111, 32, 101, 110, 32, 98, 111, 115, 113, 117, 101, 115, 32, 100, 101, 32, 108, 97, 115, 32, 108, 111, 109, 97, 115, 32, 108, 117, 106, 111, 32, 112, 114, 105, 118, 97, 99, 105, 100, 97, 100, 32, 121, 32, 112, 108, 117, 115, 118, 97, 108, 237, 97, 32, 101, 110, 32, 117, 110, 32, 115, 111, 108, 111, 32, 108, 117, 103, 97, 114, 32, 98, 111, 115, 113, 117, 101, 32, 100, 101, 32, 97, 114, 99, 101, 115, 32, 32, 32, 32, 98, 111, 115, 113, 117, 101, 32, 100, 101]",33000000,6,538,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Bosque De Arces 1 - 300, Bosque De...","[114, 101, 115, 105, 100, 101, 110, 99, 105, 97, 32, 100, 101, 32, 101, 110, 115, 117, 101, 241, 111, 32, 101, 110, 32, 98, 111, 115, 113, 117, 101, 115, 32, 100, 101, 32, 108, 97, 115, 32, 108, 111, 109, 97, 115, 32, 108, 117, 106, 111, 32, 112, 114, 105, 118, 97, 99, 105, 100, 97, 100, 32, 121, 32, 112, 108, 117, 115, 118, 97, 108, 237, 97, 32, 101, 110, 32, 117, 110, 32, 115, 111, 108, 111, 32, 108, 117, 103, 97, 114, 32, 98, 111, 115, 113, 117, 101, 32, 100, 101, 32, 97, 114, 99, 101, 115, 32, 32, 32, 32, 98, 111, 115, 113, 117, 101, 32, 100, 101]",33000000,6,538,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
"Bosque De Arces 1 - 300, Bosque De...","[114, 101, 115, 105, 100, 101, 110, 99, 105, 97, 32, 100, 101, 32, 101, 110, 115, 117, 101, 241, 111, 32, 101, 110, 32, 98, 111, 115, 113, 117, 101, 115, 32, 100, 101, 32, 108, 97, 115, 32, 108, 111, 109, 97, 115, 32, 108, 117, 106, 111, 32, 112, 114, 105, 118, 97, 99, 105, 100, 97, 100, 32, 121, 32, 112, 108, 117, 115, 118, 97, 108, 237, 97, 32, 101, 110, 32, 117, 110, 32, 115, 111, 108, 111, 32, 108, 117, 103, 97, 114, 32, 98, 111, 115, 113, 117, 101, 32, 100, 101, 32, 97, 114, 99, 101, 115, 32, 32, 32, 32, 98, 111, 115, 113, 117, 101, 32, 100, 101]",33000000,6,538,0,MIGUEL HIDALGO,False,MC,Departamentos,Venta
