ubicacion,key,precio,m2,rooms,bathroom,alcaldia,auction,page,property,operation
"Galveston 13, Napoles, Ciudad De M...","[99, 97, 115, 97, 32, 101, 110, 32, 114, 101, 109, 97, 116, 101, 32, 110, 225, 112, 111, 108, 101, 115, 32, 98, 101, 110, 105, 116, 111, 32, 106, 117, 225, 114, 101, 122, 103, 97, 108, 118, 101, 115, 116, 111, 110, 32, 32, 110, 225, 112, 111, 108, 101, 115, 32, 99, 105, 117, 100, 97, 100, 32, 100, 101, 32, 109]",755000,3,216,0,BENITO JUAREZ,True,MC,Departamentos,Venta
"Galveston 13, Napoles, Ciudad De M...","[99, 97, 115, 97, 32, 101, 110, 32, 114, 101, 109, 97, 116, 101, 32, 110, 225, 112, 111, 108, 101, 115, 32, 98, 101, 110, 105, 116, 111, 32, 106, 117, 225, 114, 101, 122, 103, 97, 108, 118, 101, 115, 116, 111, 110, 32, 32, 110, 225, 112, 111, 108, 101, 115, 32, 99, 105, 117, 100, 97, 100, 32, 100, 101, 32, 109]",755000,3,216,0,BENITO JUAREZ,True,MC,Departamentos,Venta
"Galveston 13, Napoles, Ciudad De M...","[99, 97, 115, 97, 32, 101, 110, 32, 114, 101, 109, 97, 116, 101, 32, 110, 225, 112, 111, 108, 101, 115, 32, 98, 101, 110, 105, 116, 111, 32, 106, 117, 225, 114, 101, 122, 103, 97, 108, 118, 101, 115, 116, 111, 110, 32, 32, 110, 225, 112, 111, 108, 101, 115, 32, 99, 105, 117, 100, 97, 100, 32, 100, 101, 32, 109]",755000,3,216,0,BENITO JUAREZ,True,MC,Departamentos,Venta
"Galveston 13, Napoles, Ciudad De M...","[99, 97, 115, 97, 32, 101, 110, 32, 114, 101, 109, 97, 116, 101, 32, 110, 225, 112, 111, 108, 101, 115, 32, 98, 101, 110, 105, 116, 111, 32, 106, 117, 225, 114, 101, 122, 103, 97, 108, 118, 101, 115, 116, 111, 110, 32, 32, 110, 225, 112, 111, 108, 101, 115, 32, 99, 105, 117, 100, 97, 100, 32, 100, 101, 32, 109]",755000,3,216,0,BENITO JUAREZ,True,MC,Departamentos,Venta
"Rafael Martinez 315, San Simon, Ci...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 99, 97, 108, 108, 101, 32, 114, 97, 102, 97, 101, 108, 32, 109, 97, 114, 116, 105, 110, 101, 122, 32, 114, 105, 112, 32, 114, 105, 112, 32, 110, 117, 109, 101, 114, 111, 32, 32, 99, 111, 108, 111, 110, 105, 97, 32, 118, 101, 114, 116, 105, 122, 32, 110, 97, 114, 118, 97, 114, 116, 101, 32, 97, 108, 99, 97, 108, 100, 105, 97, 32, 98, 101, 110, 105, 116, 111, 32, 106, 117, 97, 114, 101, 122, 32, 99, 112, 32, 32, 109, 108, 99, 105, 114, 97, 102, 97, 101, 108, 32, 109, 97, 114, 116, 237, 110, 101, 122, 32, 32, 115, 97, 110, 32, 115, 105, 109, 243, 110, 32, 99, 105]",800000,4,230,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Rafael Martinez 315, San Simon, Ci...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 99, 97, 108, 108, 101, 32, 114, 97, 102, 97, 101, 108, 32, 109, 97, 114, 116, 105, 110, 101, 122, 32, 114, 105, 112, 32, 114, 105, 112, 32, 110, 117, 109, 101, 114, 111, 32, 32, 99, 111, 108, 111, 110, 105, 97, 32, 118, 101, 114, 116, 105, 122, 32, 110, 97, 114, 118, 97, 114, 116, 101, 32, 97, 108, 99, 97, 108, 100, 105, 97, 32, 98, 101, 110, 105, 116, 111, 32, 106, 117, 97, 114, 101, 122, 32, 99, 112, 32, 32, 109, 108, 99, 105, 114, 97, 102, 97, 101, 108, 32, 109, 97, 114, 116, 237, 110, 101, 122, 32, 32, 115, 97, 110, 32, 115, 105, 109, 243, 110, 32, 99, 105]",800000,4,230,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Rafael Martinez 315, San Simon, Ci...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 99, 97, 108, 108, 101, 32, 114, 97, 102, 97, 101, 108, 32, 109, 97, 114, 116, 105, 110, 101, 122, 32, 114, 105, 112, 32, 114, 105, 112, 32, 110, 117, 109, 101, 114, 111, 32, 32, 99, 111, 108, 111, 110, 105, 97, 32, 118, 101, 114, 116, 105, 122, 32, 110, 97, 114, 118, 97, 114, 116, 101, 32, 97, 108, 99, 97, 108, 100, 105, 97, 32, 98, 101, 110, 105, 116, 111, 32, 106, 117, 97, 114, 101, 122, 32, 99, 112, 32, 32, 109, 108, 99, 105, 114, 97, 102, 97, 101, 108, 32, 109, 97, 114, 116, 237, 110, 101, 122, 32, 32, 115, 97, 110, 32, 115, 105, 109, 243, 110, 32, 99, 105]",800000,4,230,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Rafael Martinez 315, San Simon, Ci...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 99, 97, 108, 108, 101, 32, 114, 97, 102, 97, 101, 108, 32, 109, 97, 114, 116, 105, 110, 101, 122, 32, 114, 105, 112, 32, 114, 105, 112, 32, 110, 117, 109, 101, 114, 111, 32, 32, 99, 111, 108, 111, 110, 105, 97, 32, 118, 101, 114, 116, 105, 122, 32, 110, 97, 114, 118, 97, 114, 116, 101, 32, 97, 108, 99, 97, 108, 100, 105, 97, 32, 98, 101, 110, 105, 116, 111, 32, 106, 117, 97, 114, 101, 122, 32, 99, 112, 32, 32, 109, 108, 99, 105, 114, 97, 102, 97, 101, 108, 32, 109, 97, 114, 116, 237, 110, 101, 122, 32, 32, 115, 97, 110, 32, 115, 105, 109, 243, 110, 32, 99, 105]",800000,4,230,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Nicolas San Juan, Del Valle Centro...","[99, 97, 115, 97, 32, 101, 110, 32, 99, 111, 110, 100, 111, 109, 105, 110, 105, 111, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 101, 110, 32, 100, 101, 108, 32, 118, 97, 108, 108, 101, 110, 105, 99, 111, 108, 97, 115, 32, 115, 97, 110, 32, 106, 117, 97, 110, 32, 100, 101, 108, 32, 118, 97, 108, 108, 101, 32, 99, 101, 110, 116, 114, 111]",9500000,3,222,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Nicolas San Juan, Del Valle Centro...","[99, 97, 115, 97, 32, 101, 110, 32, 99, 111, 110, 100, 111, 109, 105, 110, 105, 111, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 101, 110, 32, 100, 101, 108, 32, 118, 97, 108, 108, 101, 110, 105, 99, 111, 108, 97, 115, 32, 115, 97, 110, 32, 106, 117, 97, 110, 32, 100, 101, 108, 32, 118, 97, 108, 108, 101, 32, 99, 101, 110, 116, 114, 111]",9500000,3,222,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Nicolas San Juan, Del Valle Centro...","[99, 97, 115, 97, 32, 101, 110, 32, 99, 111, 110, 100, 111, 109, 105, 110, 105, 111, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 101, 110, 32, 100, 101, 108, 32, 118, 97, 108, 108, 101, 110, 105, 99, 111, 108, 97, 115, 32, 115, 97, 110, 32, 106, 117, 97, 110, 32, 100, 101, 108, 32, 118, 97, 108, 108, 101, 32, 99, 101, 110, 116, 114, 111]",9500000,3,222,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Nicolas San Juan, Del Valle Centro...","[99, 97, 115, 97, 32, 101, 110, 32, 99, 111, 110, 100, 111, 109, 105, 110, 105, 111, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 101, 110, 32, 100, 101, 108, 32, 118, 97, 108, 108, 101, 110, 105, 99, 111, 108, 97, 115, 32, 115, 97, 110, 32, 106, 117, 97, 110, 32, 100, 101, 108, 32, 118, 97, 108, 108, 101, 32, 99, 101, 110, 116, 114, 111]",9500000,3,222,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Cerrada De Popocatepetl 55, Xoco, ...","[115, 101, 32, 118, 101, 110, 100, 101, 32, 99, 97, 115, 97, 32, 99, 101, 114, 99, 97, 32, 100, 101, 32, 108, 97, 32, 99, 111, 108, 111, 110, 105, 97, 32, 100, 101, 108, 32, 118, 97, 108, 108, 101, 32, 120, 111, 99, 111, 99, 101, 114, 114, 97, 100, 97, 32, 100, 101, 32, 112, 111, 112, 111, 99, 97, 116, 233, 112, 101, 116, 108, 32, 32, 120, 111, 99, 111, 32]",10000000,3,300,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Cerrada De Popocatepetl 55, Xoco, ...","[115, 101, 32, 118, 101, 110, 100, 101, 32, 99, 97, 115, 97, 32, 99, 101, 114, 99, 97, 32, 100, 101, 32, 108, 97, 32, 99, 111, 108, 111, 110, 105, 97, 32, 100, 101, 108, 32, 118, 97, 108, 108, 101, 32, 120, 111, 99, 111, 99, 101, 114, 114, 97, 100, 97, 32, 100, 101, 32, 112, 111, 112, 111, 99, 97, 116, 233, 112, 101, 116, 108, 32, 32, 120, 111, 99, 111, 32]",10000000,3,300,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Cerrada De Popocatepetl 55, Xoco, ...","[115, 101, 32, 118, 101, 110, 100, 101, 32, 99, 97, 115, 97, 32, 99, 101, 114, 99, 97, 32, 100, 101, 32, 108, 97, 32, 99, 111, 108, 111, 110, 105, 97, 32, 100, 101, 108, 32, 118, 97, 108, 108, 101, 32, 120, 111, 99, 111, 99, 101, 114, 114, 97, 100, 97, 32, 100, 101, 32, 112, 111, 112, 111, 99, 97, 116, 233, 112, 101, 116, 108, 32, 32, 120, 111, 99, 111, 32]",10000000,3,300,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Cerrada De Popocatepetl 55, Xoco, ...","[115, 101, 32, 118, 101, 110, 100, 101, 32, 99, 97, 115, 97, 32, 99, 101, 114, 99, 97, 32, 100, 101, 32, 108, 97, 32, 99, 111, 108, 111, 110, 105, 97, 32, 100, 101, 108, 32, 118, 97, 108, 108, 101, 32, 120, 111, 99, 111, 99, 101, 114, 114, 97, 100, 97, 32, 100, 101, 32, 112, 111, 112, 111, 99, 97, 116, 233, 112, 101, 116, 108, 32, 32, 120, 111, 99, 111, 32]",10000000,3,300,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Calle 5, San Pedro De Los Pinos, C...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 99, 97, 108, 108, 101, 32, 32, 115, 97, 110, 32, 112, 101, 100, 114, 111, 32, 100, 101, 32, 108, 111, 115, 32, 112, 105, 110, 111, 115, 32, 99]",6300000,3,142,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Calle 5, San Pedro De Los Pinos, C...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 99, 97, 108, 108, 101, 32, 32, 115, 97, 110, 32, 112, 101, 100, 114, 111, 32, 100, 101, 32, 108, 111, 115, 32, 112, 105, 110, 111, 115, 32, 99]",6300000,3,142,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Calle 5, San Pedro De Los Pinos, C...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 99, 97, 108, 108, 101, 32, 32, 115, 97, 110, 32, 112, 101, 100, 114, 111, 32, 100, 101, 32, 108, 111, 115, 32, 112, 105, 110, 111, 115, 32, 99]",6300000,3,142,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Calle 5, San Pedro De Los Pinos, C...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 99, 97, 108, 108, 101, 32, 32, 115, 97, 110, 32, 112, 101, 100, 114, 111, 32, 100, 101, 32, 108, 111, 115, 32, 112, 105, 110, 111, 115, 32, 99]",6300000,3,142,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Ana Maria Mier 21, Codigo 2, Colon...","[99, 97, 115, 97, 32, 99, 111, 108, 111, 110, 105, 97, 32, 100, 101, 108, 32, 118, 97, 108, 108, 101, 32, 99, 100, 109, 120, 32, 111, 112, 111, 114, 116, 117, 110, 105, 100, 97, 100, 97, 110, 97, 32, 109, 97, 114, 237, 97, 32, 109, 105, 101, 114, 32, 32, 99, 243, 100, 105, 103, 111, 32, 32, 99, 111, 108, 111, 110]",976000,3,450,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Ana Maria Mier 21, Codigo 2, Colon...","[99, 97, 115, 97, 32, 99, 111, 108, 111, 110, 105, 97, 32, 100, 101, 108, 32, 118, 97, 108, 108, 101, 32, 99, 100, 109, 120, 32, 111, 112, 111, 114, 116, 117, 110, 105, 100, 97, 100, 97, 110, 97, 32, 109, 97, 114, 237, 97, 32, 109, 105, 101, 114, 32, 32, 99, 243, 100, 105, 103, 111, 32, 32, 99, 111, 108, 111, 110]",976000,3,450,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Ana Maria Mier 21, Codigo 2, Colon...","[99, 97, 115, 97, 32, 99, 111, 108, 111, 110, 105, 97, 32, 100, 101, 108, 32, 118, 97, 108, 108, 101, 32, 99, 100, 109, 120, 32, 111, 112, 111, 114, 116, 117, 110, 105, 100, 97, 100, 97, 110, 97, 32, 109, 97, 114, 237, 97, 32, 109, 105, 101, 114, 32, 32, 99, 243, 100, 105, 103, 111, 32, 32, 99, 111, 108, 111, 110]",976000,3,450,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Ana Maria Mier 21, Codigo 2, Colon...","[99, 97, 115, 97, 32, 99, 111, 108, 111, 110, 105, 97, 32, 100, 101, 108, 32, 118, 97, 108, 108, 101, 32, 99, 100, 109, 120, 32, 111, 112, 111, 114, 116, 117, 110, 105, 100, 97, 100, 97, 110, 97, 32, 109, 97, 114, 237, 97, 32, 109, 105, 101, 114, 32, 32, 99, 243, 100, 105, 103, 111, 32, 32, 99, 111, 108, 111, 110]",976000,3,450,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Peten 397, Vertiz Narvarte, Ciudad...","[99, 97, 115, 97, 32, 99, 111, 108, 111, 110, 105, 97, 32, 118, 233, 114, 116, 105, 122, 32, 110, 97, 114, 118, 97, 114, 116, 101, 32, 32, 99, 100, 109, 120, 32, 111, 112, 111, 114, 116, 117, 110, 105, 100, 97, 100, 112, 101, 116, 233, 110, 32, 32, 118, 233, 114, 116, 105, 122, 32, 110, 97, 114, 118, 97, 114, 116, 101, 32, 99, 105, 117, 100, 97, 100]",963000,3,250,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Peten 397, Vertiz Narvarte, Ciudad...","[99, 97, 115, 97, 32, 99, 111, 108, 111, 110, 105, 97, 32, 118, 233, 114, 116, 105, 122, 32, 110, 97, 114, 118, 97, 114, 116, 101, 32, 32, 99, 100, 109, 120, 32, 111, 112, 111, 114, 116, 117, 110, 105, 100, 97, 100, 112, 101, 116, 233, 110, 32, 32, 118, 233, 114, 116, 105, 122, 32, 110, 97, 114, 118, 97, 114, 116, 101, 32, 99, 105, 117, 100, 97, 100]",963000,3,250,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Peten 397, Vertiz Narvarte, Ciudad...","[99, 97, 115, 97, 32, 99, 111, 108, 111, 110, 105, 97, 32, 118, 233, 114, 116, 105, 122, 32, 110, 97, 114, 118, 97, 114, 116, 101, 32, 32, 99, 100, 109, 120, 32, 111, 112, 111, 114, 116, 117, 110, 105, 100, 97, 100, 112, 101, 116, 233, 110, 32, 32, 118, 233, 114, 116, 105, 122, 32, 110, 97, 114, 118, 97, 114, 116, 101, 32, 99, 105, 117, 100, 97, 100]",963000,3,250,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Peten 397, Vertiz Narvarte, Ciudad...","[99, 97, 115, 97, 32, 99, 111, 108, 111, 110, 105, 97, 32, 118, 233, 114, 116, 105, 122, 32, 110, 97, 114, 118, 97, 114, 116, 101, 32, 32, 99, 100, 109, 120, 32, 111, 112, 111, 114, 116, 117, 110, 105, 100, 97, 100, 112, 101, 116, 233, 110, 32, 32, 118, 233, 114, 116, 105, 122, 32, 110, 97, 114, 118, 97, 114, 116, 101, 32, 99, 105, 117, 100, 97, 100]",963000,3,250,0,BENITO JUAREZ,False,MC,Departamentos,Venta
Avenida Rio Churubusco & Calzada D...,"[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 99, 111, 108, 32, 112, 111, 114, 116, 97, 108, 101, 115, 32, 97, 118, 101, 110, 105, 100, 97, 32, 114, 237, 111, 32, 99, 104, 117, 114, 117, 98, 117, 115, 99, 111, 32, 32, 99, 97, 108, 122, 97, 100, 97, 32, 100]",7500000,5,175,0,BENITO JUAREZ,False,MC,Departamentos,Venta
Avenida Rio Churubusco & Calzada D...,"[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 99, 111, 108, 32, 112, 111, 114, 116, 97, 108, 101, 115, 32, 97, 118, 101, 110, 105, 100, 97, 32, 114, 237, 111, 32, 99, 104, 117, 114, 117, 98, 117, 115, 99, 111, 32, 32, 99, 97, 108, 122, 97, 100, 97, 32, 100]",7500000,5,175,0,BENITO JUAREZ,False,MC,Departamentos,Venta
Avenida Rio Churubusco & Calzada D...,"[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 99, 111, 108, 32, 112, 111, 114, 116, 97, 108, 101, 115, 32, 97, 118, 101, 110, 105, 100, 97, 32, 114, 237, 111, 32, 99, 104, 117, 114, 117, 98, 117, 115, 99, 111, 32, 32, 99, 97, 108, 122, 97, 100, 97, 32, 100]",7500000,5,175,0,BENITO JUAREZ,False,MC,Departamentos,Venta
Avenida Rio Churubusco & Calzada D...,"[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 99, 111, 108, 32, 112, 111, 114, 116, 97, 108, 101, 115, 32, 97, 118, 101, 110, 105, 100, 97, 32, 114, 237, 111, 32, 99, 104, 117, 114, 117, 98, 117, 115, 99, 111, 32, 32, 99, 97, 108, 122, 97, 100, 97, 32, 100]",7500000,5,175,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Heriberto Frias 1235, Colonia Del ...","[99, 97, 115, 97, 32, 99, 111, 108, 111, 110, 105, 97, 32, 100, 101, 108, 32, 118, 97, 108, 108, 101, 32, 99, 101, 110, 116, 114, 111, 32, 32, 99, 100, 109, 120, 104, 101, 114, 105, 98, 101, 114, 116, 111, 32, 102, 114, 237, 97, 115, 32, 32, 99, 111, 108, 111, 110, 105, 97, 32, 100, 101, 108, 32]",1070000,3,300,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Heriberto Frias 1235, Colonia Del ...","[99, 97, 115, 97, 32, 99, 111, 108, 111, 110, 105, 97, 32, 100, 101, 108, 32, 118, 97, 108, 108, 101, 32, 99, 101, 110, 116, 114, 111, 32, 32, 99, 100, 109, 120, 104, 101, 114, 105, 98, 101, 114, 116, 111, 32, 102, 114, 237, 97, 115, 32, 32, 99, 111, 108, 111, 110, 105, 97, 32, 100, 101, 108, 32]",1070000,3,300,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Heriberto Frias 1235, Colonia Del ...","[99, 97, 115, 97, 32, 99, 111, 108, 111, 110, 105, 97, 32, 100, 101, 108, 32, 118, 97, 108, 108, 101, 32, 99, 101, 110, 116, 114, 111, 32, 32, 99, 100, 109, 120, 104, 101, 114, 105, 98, 101, 114, 116, 111, 32, 102, 114, 237, 97, 115, 32, 32, 99, 111, 108, 111, 110, 105, 97, 32, 100, 101, 108, 32]",1070000,3,300,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Heriberto Frias 1235, Colonia Del ...","[99, 97, 115, 97, 32, 99, 111, 108, 111, 110, 105, 97, 32, 100, 101, 108, 32, 118, 97, 108, 108, 101, 32, 99, 101, 110, 116, 114, 111, 32, 32, 99, 100, 109, 120, 104, 101, 114, 105, 98, 101, 114, 116, 111, 32, 102, 114, 237, 97, 115, 32, 32, 99, 111, 108, 111, 110, 105, 97, 32, 100, 101, 108, 32]",1070000,3,300,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Calle Pitagoras 300 - 600, Narvart...","[105, 110, 99, 114, 101, 105, 98, 108, 101, 32, 99, 97, 115, 97, 32, 101, 110, 32, 99, 97, 108, 108, 101, 32, 112, 105, 116, 225, 103, 111, 114, 97, 115, 32, 32, 110, 97, 114, 118, 97, 114, 116, 101, 32, 112, 111, 110, 105, 101, 110, 116, 101, 32, 99, 105, 117, 100, 97, 100, 32, 100, 101, 32, 109, 233, 120, 105, 99, 111, 99, 97, 108, 108, 101, 32, 112, 105, 116, 225, 103, 111, 114, 97, 115, 32, 32, 32, 32, 110, 97, 114, 118, 97, 114, 116]",855000,4,460,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Calle Pitagoras 300 - 600, Narvart...","[105, 110, 99, 114, 101, 105, 98, 108, 101, 32, 99, 97, 115, 97, 32, 101, 110, 32, 99, 97, 108, 108, 101, 32, 112, 105, 116, 225, 103, 111, 114, 97, 115, 32, 32, 110, 97, 114, 118, 97, 114, 116, 101, 32, 112, 111, 110, 105, 101, 110, 116, 101, 32, 99, 105, 117, 100, 97, 100, 32, 100, 101, 32, 109, 233, 120, 105, 99, 111, 99, 97, 108, 108, 101, 32, 112, 105, 116, 225, 103, 111, 114, 97, 115, 32, 32, 32, 32, 110, 97, 114, 118, 97, 114, 116]",855000,4,460,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Calle Pitagoras 300 - 600, Narvart...","[105, 110, 99, 114, 101, 105, 98, 108, 101, 32, 99, 97, 115, 97, 32, 101, 110, 32, 99, 97, 108, 108, 101, 32, 112, 105, 116, 225, 103, 111, 114, 97, 115, 32, 32, 110, 97, 114, 118, 97, 114, 116, 101, 32, 112, 111, 110, 105, 101, 110, 116, 101, 32, 99, 105, 117, 100, 97, 100, 32, 100, 101, 32, 109, 233, 120, 105, 99, 111, 99, 97, 108, 108, 101, 32, 112, 105, 116, 225, 103, 111, 114, 97, 115, 32, 32, 32, 32, 110, 97, 114, 118, 97, 114, 116]",855000,4,460,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Calle Pitagoras 300 - 600, Narvart...","[105, 110, 99, 114, 101, 105, 98, 108, 101, 32, 99, 97, 115, 97, 32, 101, 110, 32, 99, 97, 108, 108, 101, 32, 112, 105, 116, 225, 103, 111, 114, 97, 115, 32, 32, 110, 97, 114, 118, 97, 114, 116, 101, 32, 112, 111, 110, 105, 101, 110, 116, 101, 32, 99, 105, 117, 100, 97, 100, 32, 100, 101, 32, 109, 233, 120, 105, 99, 111, 99, 97, 108, 108, 101, 32, 112, 105, 116, 225, 103, 111, 114, 97, 115, 32, 32, 32, 32, 110, 97, 114, 118, 97, 114, 116]",855000,4,460,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"Alicante 121, Postal, Ciudad De Me...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 101, 110, 32, 108, 97, 32, 99, 111, 108, 111, 110, 105, 97, 32, 112, 111, 115, 116, 97, 108, 32, 98, 101, 110, 105, 116, 111, 32, 106, 117, 97, 114, 101, 122, 32, 109, 97, 103, 110, 105, 102, 105, 99, 111, 32, 114, 101, 109, 97, 116, 101, 32, 98, 97, 110, 99, 97, 114, 105, 111, 97, 108, 105, 99, 97, 110, 116, 101, 32, 32, 112, 111, 115, 116, 97, 108, 32, 99, 105, 117, 100, 97, 100, 32, 100, 101, 32, 109, 233]",900000,3,220,0,BENITO JUAREZ,True,MC,Departamentos,Venta
"Alicante 121, Postal, Ciudad De Me...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 101, 110, 32, 108, 97, 32, 99, 111, 108, 111, 110, 105, 97, 32, 112, 111, 115, 116, 97, 108, 32, 98, 101, 110, 105, 116, 111, 32, 106, 117, 97, 114, 101, 122, 32, 109, 97, 103, 110, 105, 102, 105, 99, 111, 32, 114, 101, 109, 97, 116, 101, 32, 98, 97, 110, 99, 97, 114, 105, 111, 97, 108, 105, 99, 97, 110, 116, 101, 32, 32, 112, 111, 115, 116, 97, 108, 32, 99, 105, 117, 100, 97, 100, 32, 100, 101, 32, 109, 233]",900000,3,220,0,BENITO JUAREZ,True,MC,Departamentos,Venta
"Alicante 121, Postal, Ciudad De Me...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 101, 110, 32, 108, 97, 32, 99, 111, 108, 111, 110, 105, 97, 32, 112, 111, 115, 116, 97, 108, 32, 98, 101, 110, 105, 116, 111, 32, 106, 117, 97, 114, 101, 122, 32, 109, 97, 103, 110, 105, 102, 105, 99, 111, 32, 114, 101, 109, 97, 116, 101, 32, 98, 97, 110, 99, 97, 114, 105, 111, 97, 108, 105, 99, 97, 110, 116, 101, 32, 32, 112, 111, 115, 116, 97, 108, 32, 99, 105, 117, 100, 97, 100, 32, 100, 101, 32, 109, 233]",900000,3,220,0,BENITO JUAREZ,True,MC,Departamentos,Venta
"Alicante 121, Postal, Ciudad De Me...","[99, 97, 115, 97, 32, 101, 110, 32, 118, 101, 110, 116, 97, 32, 101, 110, 32, 108, 97, 32, 99, 111, 108, 111, 110, 105, 97, 32, 112, 111, 115, 116, 97, 108, 32, 98, 101, 110, 105, 116, 111, 32, 106, 117, 97, 114, 101, 122, 32, 109, 97, 103, 110, 105, 102, 105, 99, 111, 32, 114, 101, 109, 97, 116, 101, 32, 98, 97, 110, 99, 97, 114, 105, 111, 97, 108, 105, 99, 97, 110, 116, 101, 32, 32, 112, 111, 115, 116, 97, 108, 32, 99, 105, 117, 100, 97, 100, 32, 100, 101, 32, 109, 233]",900000,3,220,0,BENITO JUAREZ,True,MC,Departamentos,Venta
"La Quemada 310, Narvarte Oriente, ...","[99, 97, 115, 97, 32, 101, 110, 32, 110, 97, 114, 118, 97, 114, 116, 101, 32, 99, 101, 114, 99, 97, 32, 100, 101, 32, 99, 117, 109, 98, 114, 101, 115, 32, 100, 101, 32, 109, 97, 108, 116, 114, 97, 116, 97, 108, 97, 32, 113, 117, 101, 109, 97, 100, 97, 32, 32, 110, 97, 114, 118, 97, 114, 116, 101, 32, 111, 114, 105, 101, 110, 116, 101, 32]",1350000,4,400,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"La Quemada 310, Narvarte Oriente, ...","[99, 97, 115, 97, 32, 101, 110, 32, 110, 97, 114, 118, 97, 114, 116, 101, 32, 99, 101, 114, 99, 97, 32, 100, 101, 32, 99, 117, 109, 98, 114, 101, 115, 32, 100, 101, 32, 109, 97, 108, 116, 114, 97, 116, 97, 108, 97, 32, 113, 117, 101, 109, 97, 100, 97, 32, 32, 110, 97, 114, 118, 97, 114, 116, 101, 32, 111, 114, 105, 101, 110, 116, 101, 32]",1350000,4,400,0,BENITO JUAREZ,False,MC,Departamentos,Venta
"La Quemada 310, Narvarte Oriente, ...","[99, 97, 115, 97, 32, 101, 110, 32, 110, 97, 114, 118, 97, 114, 116, 101, 32, 99, 101, 114, 99, 97, 32, 100, 101, 32, 99, 117, 109, 98, 114, 101, 115, 32, 100, 101, 32, 109, 97, 108, 116, 114, 97, 116, 97, 108, 97, 32, 113, 117, 101, 109, 97, 100, 97, 32, 32, 110, 97, 114, 118, 97, 114, 116, 101, 32, 111, 114, 105, 101, 110, 116, 101, 32]",1350000,4,400,0,BENITO JUAREZ,False,MC,Departamentos,Venta
